nama,bintang,komentar,Waktu,Place name
Yosep Surahman,5.0,"Sangat menikmati kualitasnya. Ruangannya bersih, nyaman, dan futuristik. Berharap untuk berada di sini secepatnya",a year,Bobopod Kebayoran Baru Jakarta
juli prasetio,5.0,,a year,Bobopod Kebayoran Baru Jakarta
tasmiyati tasmiyati,5.0,,a year,Bobopod Kebayoran Baru Jakarta
mario nugroho,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Ahmad Ghiffari,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Doni Berni Pritama,5.0,Bersih dan rapi. Sandal perlu sedikit diremajakan. bernilai uang.,a year,Bobopod Kebayoran Baru Jakarta
Ruth Destianty,1.0,,a year,Bobopod Kebayoran Baru Jakarta
Sugiarti 1204,1.0,"Front office nya buruk sekali, baru pertama kali mencobanya dan mereka tidak membantu saya untuk membimbing saya, tidak ada keramahan sama sekali. Sangat kecewa dengan pelayanannya. Tempatnya juga biasa saja, tidak sesuai dengan harganya.",a year,Bobopod Kebayoran Baru Jakarta
Karya Abadi (bengkel las),5.0,,a year,Bobopod Kebayoran Baru Jakarta
CV Bharata Eka Maulana,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Agung Julian Perkasa,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Bernadetta Chrissant Putri,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Julius Andreas,5.0,"Itu dibersihkan secara teratur, dan stafnya baik, terutama staf pria sangat baik kepada tamu wanita. Ruangan itu bagus. Semua peralatan di pantry berfungsi dengan baik, dispenser berfungsi dengan baik dan tersedia air panas, serta ketel juga...",a year,Bobopod Kebayoran Baru Jakarta
and,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Yuni Afriani,5.0,,a year,Bobopod Kebayoran Baru Jakarta
LittleLifeJourney WR,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Mariska Szabo,4.0,"Tempat ini sangat strategis jika Anda ingin berkeliling di jantung kota Jakarta Selatan, jaraknya kurang dari beberapa ratus meter dari stasiun MRT terdekat. …",a year,Bobopod Kebayoran Baru Jakarta
Rizky D. Novyantika,3.0,"1. Kebersihan :
Ini hotel budget yang notabene murah, tapi kok kayak gak ada yang bersih-bersih. Mungkin ada yang membersihkan tapi siapa yang tidak...",a year,Bobopod Kebayoran Baru Jakarta
Inny Aisyah,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Zuna Dyah Kusuma Wardhani,1.0,"Sprei kotor, banyak noda. Tempat sholatnya hanya ada 1, jadi harus menuruni tangga. Hampir satu jam mendengarkan orang HS 😌 menyebalkan. Maka aku pasang murottal rapat-rapat untuk menenangkan hatiku...",a year,Bobopod Kebayoran Baru Jakarta
Haddori Amma,4.0,"Tipe hotel kapsul. Tempat tidurnya cukup nyaman, cocok dengan saya yang tidak nyaman kalau tidur sendiri di kamar besar.
AC nya pas, tidak terlalu dingin. Tenang, tidak terlalu berisik, padahal di …",a year,Bobopod Kebayoran Baru Jakarta
Wiratih Riris,5.0,Dingin !,a year,Bobopod Kebayoran Baru Jakarta
Brigita Tryas,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Salma A,5.0,Sprei di sky double agak kotor dengan sedikit noda. Tapi bisa dimaklumi karena ini hotel kapsul yang murah. Kamar mandi dan toiletnya bersih. Saya juga akan merekomendasikan orang untuk memesan melalui aplikasi bobobox dibandingkan aplikasi pemesanan lainnya,a year,Bobopod Kebayoran Baru Jakarta
WAWAN,1.0,,a year,Bobopod Kebayoran Baru Jakarta
khairatun hisaan,3.0,"first time ke hotel pilus gini, untuk ruang kamarnya oke, lebih cocok untuk transit gt sih, buat istirahat sejenak, klo healing2 jangan deh, karna musola dan kamar mandi nya terpisah, kurang pas aja klo untuk holiday, oiya dan gaenaknya (plus minus sih) pake sistem barcode, jd klo ke kamar mandi ya mau gamau bawa hp (klo sendirian)",a year,Bobopod Kebayoran Baru Jakarta
Andreas Gilbert Setiawan,3.0,"Saat saya datang, saya heran kenapa kasurnya seperti baru dibersihkan, sarung bantalnya sepertinya belum diganti dan spreinya kusut seperti milik orang lain, selimutnya juga sama. Tapi air toiletnya stabil, kencang dan lumayan bersih 7/10",a year,Bobopod Kebayoran Baru Jakarta
Fajar Rachmadi,5.0,Nyaman banget..dan strategis tempatnya,a year,Bobopod Kebayoran Baru Jakarta
Adhe Soekma,5.0,Untuk kamar mandinya bisa lebih di perhatikan,a year,Bobopod Kebayoran Baru Jakarta
Eva Nurmalasari,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Pay Tika,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Aji Kurniawan (Azie),5.0,,a year,Bobopod Kebayoran Baru Jakarta
Gumilar Somantri,4.0,,a year,Bobopod Kebayoran Baru Jakarta
Anggraini,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Saryono Saryono,1.0,,a year,Bobopod Kebayoran Baru Jakarta
Andre Yunito,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Deni Juffandri,5.0,"Sehabis flight, tidur disini terasa nyaman, cuma rada spooky, karena kemaleman, trus ngelihat gedu g di sekitarnya tidak berpenghuni karena kawasan ruko, makanya merasa merinding",a year,Bobopod Kebayoran Baru Jakarta
pamrayoga,5.0,"Bobobox selalu menjadi hotel kapsul favorit saya, saya telah mengunjungi bobobox di berbagai kota untuk satu perjalanan. Saya juga merekomendasikan bobobox kepada teman-teman saya. Tapi, menurut saya mereka perlu menjaga kasurnya tetap bersih dari noda karena tidak terlihat bagus…",a year,Bobopod Kebayoran Baru Jakarta
Ervan Setyo Nugroho,4.0,"Kadang bisa check-in sebelum jam 12, asalkan kamar sudah siap. Suasana bersih dan bagus",a year,Bobopod Kebayoran Baru Jakarta
Muhamad Chaidir,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Oase Qomara,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Ahmad Zaenudin,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Realgi Tara Pratama,5.0,,a year,Bobopod Kebayoran Baru Jakarta
Mario JT,1.0,"1. Tempat parkir dedicated udah ada iya oke. Cuma pintu nya ga buka, yg jaga pergi entah kemana. Malem jam 9 udah ilang nunggu 15 menit. Siang jam 10 ilang lagi nunggu 30 menit. Kalo ditotal harusnya saya checkout jam 13:00 …",a year,Bobopod Kebayoran Baru Jakarta
M. Ziya Ulhaq,4.0,,a year,Bobopod Kebayoran Baru Jakarta
puput,5.0,"Sukaaa, servicenya bagus, nyaman, harga worth it",a year,Bobopod Kebayoran Baru Jakarta
raffi dhiya,1.0,brp kali ksini panas bngt,a year,Bobopod Kebayoran Baru Jakarta
reza novaldi,4.0,"Kali ke 3 menginap dengan bobobox, tapi kunjungan saya yang ke 2 bermasalah dengan tamu lain yang masih menelepon di tengah malam…",a year,Bobopod Kebayoran Baru Jakarta
Gilang G,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Rachel Bayu76,5.0,Oke,2 years,Bobopod Kebayoran Baru Jakarta
Abdullah Syariff,5.0,Tempat terbaik untuk menginap jika bepergian sendirian,2 years,Bobopod Kebayoran Baru Jakarta
Riyan Cahyadi,3.0,,2 years,Bobopod Kebayoran Baru Jakarta
Aris Fadillah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Muhammad Farhan,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
hendi chanel22#,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Ahmad Apip,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Vincent Utama,5.0,Terawat dengan baik dan bersih. Staf sangat membantu.,2 years,Bobopod Kebayoran Baru Jakarta
wahyu amanulloh,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
DenisBastianFadilah Aden,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Egy Arganatha,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
gerry dwitanto,5.0,"Tempat menginap untuk para backpacker,,, tempatny bersih, harga bersahabat,, toilet/kamar mandi terpisah dari ruangan kamar,, fitur smart room keyless,, recommended . …",2 years,Bobopod Kebayoran Baru Jakarta
Farras Syazwani,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Pratomo D,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
adhiet aphe,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Arien Michellina,5.0,"Tempatnya strategis, nyaman, pelayanannya juga baik.",2 years,Bobopod Kebayoran Baru Jakarta
nofridin kusaeni,5.0,"Pengalaman menginap di bobobox yang menyenangkan pelayanan yg ramah, pod bersih wangi, kamar mandi ada air hangatnya juga, musola bersih dan nyaman. oke banget deh 😍 …",2 years,Bobopod Kebayoran Baru Jakarta
Indrira,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Catharina,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Meliana wulandari,5.0,"Dari segi kebersihan udah pasti sangat"" bersih, baik itu dari kamar tidur nya sampai toiletnya pun bersih + wangi + estetik banget sih. Disediakan tempat sampah juga, dan yang berbeda di bobobox adalah kondisi makan. Jadi kita ngga …",2 years,Bobopod Kebayoran Baru Jakarta
Mohammad Caesario,2.0,,2 years,Bobopod Kebayoran Baru Jakarta
446_Hafis Nur Cholis,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Fega Budisatria,3.0,,2 years,Bobopod Kebayoran Baru Jakarta
Muhammad Efan Abdulfattah,4.0,"mereka menyediakan fasilitas yang baik, tapi menurut saya mereka perlu melakukan pembersihan rutin/setiap hari terutama di toilet (tapi kamar mandinya cukup bersih), dan podnya bersih dan saya menikmatinya, juga ada dapur tetapi saya tidak memanfaatkannya itu 😁 kamu bisa…",2 years,Bobopod Kebayoran Baru Jakarta
Cahyo Adi Wibowo,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Rima App,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Nurhaida Simorangkir,1.0,"Bagus banget pods nya, tapi toilet cowok yg lantai 1 bau pesing pas sore sore",2 years,Bobopod Kebayoran Baru Jakarta
Alfonsius van Hubert,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Jonnes Daulay,5.0,Seorang pria,2 years,Bobopod Kebayoran Baru Jakarta
POPPY R,5.0,pengalaman menginap yang menyenangkan terima kasih,2 years,Bobopod Kebayoran Baru Jakarta
Suwung Channel,5.0,"bobo = tidur
box = kotak/berbentuk kubus/kotakdadu …",2 years,Bobopod Kebayoran Baru Jakarta
Putra Galuh,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Tyan Andillah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Han Holo,5.0,"Tinggal di kamar sky king sendirian. Sangat bersih dan terasa futuristik. Privasi yang baik di dalam kamar. Lampu berubah warna dengan panel layar sentuh, dan speaker yang dapat terhubung ke bluetooth Anda. Tekanan air yang baik untuk mandi air panas. …",2 years,Bobopod Kebayoran Baru Jakarta
Muhammad Hilyah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Sipa Un,4.0,Pods/Kamar nyaman walaupun menurut saya ruangannya lumayan dingin dan lokasi sangat strategis.,2 years,Bobopod Kebayoran Baru Jakarta
Safa Anggreta,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Dede Ruswandi (Ebod),4.0,"Maaf mau tanya,apa bisa bawa pacar,
Terus syarat nya apa aja",2 years,Bobopod Kebayoran Baru Jakarta
Jerapah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
M. Nafian Wildana,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
lala prisila,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Erika,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Talitha Kirana,5.0,tempat yang direkomendasikan untuk solo traveller yang hanya ingin bermalam tanpa harus mengeluarkan banyak uang. pesan terlebih dahulu dan Anda mungkin mendapatkan harga xtra murah+diskon (sekitar 100K per kamar). kamar yang tenang dan bersih. kamar mandi bersih juga. ruang komunalnya agak kotor.,2 years,Bobopod Kebayoran Baru Jakarta
CHRISTOPHER SURIAPUTRA,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Grace Diana,3.0,,2 years,Bobopod Kebayoran Baru Jakarta
Faqih Faturahman,5.0,Lokasinya mudah dijangkau dan banyak pilihan untuk cari makan di sekitar. Deket stasiun mrt juga dan transjakarta!,2 years,Bobopod Kebayoran Baru Jakarta
Gilang Anomi,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Airani Yofii,5.0,"padahal ini pertama kalinya saya mencoba Bobobox
yang bisa saya katakan adalah, ini adalah pengalaman yang menyenangkan",2 years,Bobopod Kebayoran Baru Jakarta
Nita Kusmawati,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Hadafi Farisa R,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Krishna Anggakusumah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
mndanaksehat,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Dio Akbar,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Christian Ari Paramadiza,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Nugraha Ar,2.0,Kamar mandi pria lt.1 baik toilet maupun shower sebaiknya rutin dibersihkan . Beda dengan dahulu yg selalu bersih sekarang kebersihan nya sangat kurang. Front officenya jg kurang ramah,2 years,Bobopod Kebayoran Baru Jakarta
Luqman Muslim,3.0,"Untuk Kamarnya nyaman dan enak tetapi untuk kasur nya agak menyeramkan karena terlihat noda"" coklat yang buat tidak enak di lihat . Untuk lainnya sudah nyaman dan enak tetapi hanya sprei kasurnya aja yg buat saya nilai jelek saat ini .",2 years,Bobopod Kebayoran Baru Jakarta
Vanessa Woo,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Surya Gunali,5.0,"Mantap.. Bagus buat cari suasana baru WFA.. Wifi oke, staf ramah, tempatnya cukup bersih.. Saran, perlu ada tambahan peta terkait lokasi pantry dan tempat duduk tempat peta ditaruh di dalam ruangan, dan kenapa sama dengan arahnya...",2 years,Bobopod Kebayoran Baru Jakarta
adhsat “adhsat” adhsat,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Hany Sulistiyawati,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
haji,5.0,Bagus,2 years,Bobopod Kebayoran Baru Jakarta
henny Wtp6,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Arma Kresnamurti,5.0,Pilihan bagus untuk menginap. AC terlalu dingin tapi bisa disesuaikan. Kunci canggih dan penyesuaian kotak. Resepsionis ramah dan suasana tenang di pusat kota Jakarta.,2 years,Bobopod Kebayoran Baru Jakarta
xhy ereneta,5.0,"Pelayannya mantap, pegawai ramah",2 years,Bobopod Kebayoran Baru Jakarta
eka mulyadi,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Rizki M. Safrian,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Aditya Mahfuzha,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Nico Dwi Saputro,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Annisa Ayu Imanda,5.0,"Lokasi sangat strategis, transportasi umum mudah.
Untuk capsule hotel, kamarnya cukup luas. Tempat nyaman, kamar mandi cukup bersih, tersedia microwave, dan air minum galon di setiap lantainya. Untuk kamar, cukup luas, nyaman, dan AC dingin. Rekomendasi banget buat yang mau stay dengan low budget",2 years,Bobopod Kebayoran Baru Jakarta
adelin siregar,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
alvi,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Nabil Adijaya,3.0,"Kondisi lingkungan berisik sehingga menggangu ketenangan istirahat di siang hari. Dan kondisi kayu kamar sedikit kurang baik sehingga ketika tamu di kamar sky bergerak sedikit, bunyi kayunya sangat mengganggu kamar dibawahnya",2 years,Bobopod Kebayoran Baru Jakarta
indra,5.0,Mantul nih,2 years,Bobopod Kebayoran Baru Jakarta
Maharani Azzahra,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Juwita Ita,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Muhamad Hudya Ramadhana,5.0,"Hotel kapsul yang nyaman untuk short escape maupun kebutuhan kerja, cocok untuk yang butuh tempat hanya tidur aja karena sibuk berpergian keluar seharian. …",2 years,Bobopod Kebayoran Baru Jakarta
Ra'afi Adlu,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Oscar Carvario,5.0,Terakhir kesini sekitar akhir tahun 2021 dan masih bersih sepi..,2 years,Bobopod Kebayoran Baru Jakarta
risma motor,5.0,Besar,2 years,Bobopod Kebayoran Baru Jakarta
Sekar Puspita Arum,5.0,Aaa bagus,2 years,Bobopod Kebayoran Baru Jakarta
Akmal Adiva,5.0,Suasana yang bagus,2 years,Bobopod Kebayoran Baru Jakarta
syaiful bahri,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
M Bilal Indriatmoko,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Nazir Nazir,1.0,,2 years,Bobopod Kebayoran Baru Jakarta
Nyimas Argadinanta,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Uripudin Uripudin,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
widi hermawan,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Albertus Ari S P,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Ayu Febbi Andriani,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
stera martiani,5.0,"Cocok nih buat yg lagi jalan2 di area blok m.
Ada 3 lantai dg kurleb 80 kamar. Sayangnya musholanya tersedia hanya di lantai 1",2 years,Bobopod Kebayoran Baru Jakarta
Muhammad Ilham Fhadilah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
hendra timoti1970,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
maromzain,5.0,Tempat lumayan bersih,2 years,Bobopod Kebayoran Baru Jakarta
Adit Suwito,3.0,,2 years,Bobopod Kebayoran Baru Jakarta
Iori J. Quartz,5.0,"Mantep sih, tempatnya bersih dan pelayannya lumayan ok, thanks ya",2 years,Bobopod Kebayoran Baru Jakarta
muhamad bilal alvito,1.0,"Kecewa banget minimal 18 tahun di soto, nah, umurku sudah 18 tahun, resepsionis malah memutar ulang sopnya, yang jelas saya baca sopnya, tolong resepsionisnya, lain kali, bukan salah cs atau pihak perusahaan, tapi resepsionis hanya memutar balik sopnya",2 years,Bobopod Kebayoran Baru Jakarta
Rony McCoy,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
egy massadiah,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Julian Eka,5.0,"Kamar nyaman, ada tempat buat makan di luar kamar",2 years,Bobopod Kebayoran Baru Jakarta
Muhamad Ravi Mirza,5.0,"Udh ke 4x stay disini dan suka ajaa sama kawasannya strategis, disaat plg kerja trs mau santai2 hilangin penat pasti checkin kesini",2 years,Bobopod Kebayoran Baru Jakarta
Said Hamdani Radias,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
ツ Video Kita123,4.0,"nginep disini 2 malam sangat oke ,kamar mandi oke sedia handuk sabun dan shampo dan air hangat, kamarnya juga oke bisa ganti2 lampu. ada mushola juga dilantai 1, klo telat ke masjid bisa shalat di sini gk usah jauh2 cari mushola. …",2 years,Bobopod Kebayoran Baru Jakarta
Tito Velma,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Tri Anto,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Balis Novan Rivaldi,5.0,ini adalah kapsul hotel! bukan sirup apalagi tablet,2 years,Bobopod Kebayoran Baru Jakarta
Annisa Izzatul,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Wandhana W. Mukti,4.0,"Sangat strategis, namun jika tidak bisa membawa mobil, tempat parkir sangat terbatas. Oiya, di dalam juga ada lift, jadi jangan khawatir kalau naik ke lantai 2 atau 3..",2 years,Bobopod Kebayoran Baru Jakarta
herrie prihartanto,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Dodi yul Saputra,5.0,nyaman,2 years,Bobopod Kebayoran Baru Jakarta
riyan aditya,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
George Ronny,4.0,,2 years,Bobopod Kebayoran Baru Jakarta
Hammamnash,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Mawiyah,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
AJI PATURUSI (Mas PATUR Patur48_Zulz),5.0,"Tempat nya tenang,  mungkin perlu dibersihkan untuk dibawah wastafel nya karna hampir sy jatuh kepleset. Resepsionis ramah semua. Biasa di juanda, pas disini merasa agak sempit aja. Dekat MRT Blok M jalan kaki 5mnt.",2 years,Bobopod Kebayoran Baru Jakarta
sandriandy 25,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Tiara Mawarni,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
dede purnomo,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Ahmed Fathony,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Yasser Arafat,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
devita kartikasari,5.0,"Hotel yang sangat bersih, sayangnya beberapa tamu tidak memiliki sopan santun sehingga mereka tidak dapat menjaganya sehingga sangat mengganggu",2 years,Bobopod Kebayoran Baru Jakarta
Domi Nobbjr,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Try Putra,1.0,"Pelayanan buruk, receptions yang menjaga di tanggal 9 jam 2 sangat menyulitkan saya untuk hanya …",2 years,Bobopod Kebayoran Baru Jakarta
Revivo,1.0,Saya kesini tanggal 9 januari dan recepsionist (cewek) yang bertugas jam 14.00 sungguh tidak ramah. Pelayanan yang buruk olehnya. Saya harus mengatasi kesulitan hanya untuk check in di hotel ini. Karyawan yang malang.,2 years,Bobopod Kebayoran Baru Jakarta
irwan suparno,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Aizawa Takeru,1.0,mba berkacamata dan berhijab seperti robot,2 years,Bobopod Kebayoran Baru Jakarta
Erwin Sumarna,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Muhammad Iqbal,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Novi Anggraeni,4.0,Fasilitas nya beberapa ada yg rusak.. Terkadang juga Bluetooth nya tidak bisa terhubung dngn HP.,2 years,Bobopod Kebayoran Baru Jakarta
Trie yp,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Bahari Bastian,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Ghezy Bardianto,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
Yugistira,5.0,,2 years,Bobopod Kebayoran Baru Jakarta
