nama,bintang,komentar,Waktu,Place name,clean_text
muhammad bogi,5.0,good cheap comfortable spacious parking. hotel is located on the 3rd floor,2 years,Bobopod Tanah Abang Jakarta,bagus murah nyaman parkiran luas. hotel terletak dilantai 3
Amalia Oktaviani,5.0,"I wanted to take some pictures in the Tanah Abang pods, but thinking again, the interior of every pod is the same, even the one in Bandung is like that, I've stayed here 7 times but never get bored, I don't know what magnets there are, even though there's no TV, there's only a speaker. pod, but I like to come back here again, highly recommended for all of you who want to stay in a hotel that is aesthetic but fits your budget and also has a smart lock using a QR code. I want to try Bobocabin if there's a weekend, it looks like it would be fun to stay with a view of Ranca Upas and Lake Toba🤤",2 years,Bobopod Tanah Abang Jakarta,"saya ingin ngambil beberapa gambar di pods tanah abang, tapi mikir lagi interiornya di pods mana saja semua sama sampai yang di bandung seperti itu, sudah 7x nginep disini tapi enggak pernah bosan, entah ada magnet apa, padahal tidak ada tv, hanya ada speaker per pod, tapi saya suka untuk balik kesini lagi, very recomended sekali untuk kalian semua yang ingin menginap di hotel yang aesthetic tapi sesuai budget juga sudah smart lock pakai kode qr. pengin mencoba bobocabin if there’s a weekend, kayaknya seru nginep dengan pemandangan ranca upas dan danau toba🤤"
Friday 7th,5.0,best capsule hotel in indonesia,2 years,Bobopod Tanah Abang Jakarta,best kapsul hotel ini indonesia
Fathra Achiriyaz,1.0,short of breath,2 years,Bobopod Tanah Abang Jakarta,short of breath
Stevy Yosua Kalalo,5.0,"comfortable, very clean, suitable for staying late after work .. to be used as a place to board is also steady, because there is a longstay promo ..",2 years,Bobopod Tanah Abang Jakarta,"nyaman, bersih banget, cocok buat nginep pas kemaleman pulang kerja.. buat dijadikan tempat ngekost juga mantap, karena ada longstay promonya.."
Putri Andini,5.0,"comfortable, cool",2 years,Bobopod Tanah Abang Jakarta,"nyamannn, asik"
Muhammad Farhan,5.0,the best place to escape from the hustle and bustle of the city and a confused mind,2 years,Bobopod Tanah Abang Jakarta,tempat terbaik buat escape dari hiruk pikuknya perkotaan dan pikiran yang runyam
pinkan clarines,5.0,"clean, comfortable, affordable, friendly hosts",2 years,Bobopod Tanah Abang Jakarta,"bersih, nyaman, terjangkau, host ramah"
Wisnu Aditya,1.0,kamar kok box box kok kamar,3 years,Bobopod Tanah Abang Jakarta,kamar kok box box kok kamar
J F,5.0,"great location and super cheap. literally just a few steps from kfc, domino pizza, maxx coffee, starbucks, chattime, bakery and indomaret & alfamart (convenience stores).  you must change your sandal orang shoes with their slippers ini the locker room right ini the lobby area before entering the pods area. you're also could use this lobby as a communal space to eat, they have microwave and coffee machine here since you're not allowed to eat ini the pods. you need to install their app to check-ini and must always have your mobile phone with you because you need to scan your qr code ini the app to access pods area entrance and your pods.  the pods and shared restroom & showers are really clean and neat, ini the pods, they have a mirror and a touchscreen tablet panel to control the lighting and bluetooth sound system. towel, toothbrush and toothpaste are also provided.  the only cons i could think of were the fact that the pods are not really soundproof and really loud ini-pods announcements (sih video). its cool but kinda shocking. maybe lower the volume a little bit?  imho, with the same price range, this is better tahan conventional inn orang hostel for light travelers, backpackers orang ini -transit travelers. its clean, cheap, the staff are also friendly and helpful.",3 years,Bobopod Tanah Abang Jakarta,"great location and super cheap. literally just a few steps from kfc, domino pizza, maxx coffee, starbucks, chattime, bakery and indomaret & alfamart (convenience stores).  you must change your sandal orang shoes with their slippers ini the locker room right ini the lobby area before entering the pods area. you're also could use this lobby as a communal space to eat, they have microwave and coffee machine here since you're not allowed to eat ini the pods. you need to install their app to check-ini and must always have your mobile phone with you because you need to scan your qr code ini the app to access pods area entrance and your pods.  the pods and shared restroom & showers are really clean and neat, ini the pods, they have a mirror and a touchscreen tablet panel to control the lighting and bluetooth sound system. towel, toothbrush and toothpaste are also provided.  the only cons i could think of were the fact that the pods are not really soundproof and really loud ini-pods announcements (sih video). its cool but kinda shocking. maybe lower the volume a little bit?  imho, with the same price range, this is better tahan conventional inn orang hostel for light travelers, backpackers orang ini -transit travelers. its clean, cheap, the staff are also friendly and helpful."
Sudi indriany,5.0,"a suitable place for a solo staycation, also suitable if you want to be alone ha. there is fast wifi, here the parking lot is wide and there is a guard as well. minimarket access, easy food. next will staycation here again",3 years,Bobopod Tanah Abang Jakarta,"tempat yang cocok buat solo staycation, pas juga jika ingin menyendiri ha. ada wifi yang  cepat, disini lahan parkirnya luas dan ada penjaganya juga. akses minimarket, makanan gampang. next bakalan staycation disini lagi"
Andre Tamasca,5.0,"comfortable pod, technology-based so no need for physical keys anymore, clean bed, clean bathroom although sometimes a little smelly. the double bed is really spacious compared to the single one. smart stay and comfy.",3 years,Bobopod Tanah Abang Jakarta,"pod nyaman, berbasis teknologi jadi enggak perlu kunci2 fisik lagi, kasur bersih, kamar mandi bersih walau kadang sedikit bau. yang double bed benar-benar luas dibanding yang single.  smart stay and comfy."
ARBIN FIPEL,5.0,"cozy & farewell point to rest room , modern spot , fully facilities",3 years,Bobopod Tanah Abang Jakarta,"cozy & farewell point to rest room , modern spot , fully facilities"
Sylvi,4.0,"the place is comfortable, cheap, the air conditioning is very cold",3 years,Bobopod Tanah Abang Jakarta,"tempatnya nyaman, murah, ac nya dingin sekali"
Muhammad Aushafy Setyawan,5.0,"clean, good services, and humble",3 years,Bobopod Tanah Abang Jakarta,"clean, good services, and humble"
Arifandi Efli Dzikri,5.0,"2 times sleep here ini single pod. its quite good. clean, very cozy & the price is good.",3 years,Bobopod Tanah Abang Jakarta,"2 times sleep here ini single pod. its quite good. clean, very cozy & the price is good."
Imam Empires,4.0,It's nicer on top than on the bottom haha.,3 years,Bobopod Tanah Abang Jakarta,enak kan di atas ternyata ktimbang yang di bawah haha.
Stiven Nugraha,5.0,clean and tidy,3 years,Bobopod Tanah Abang Jakarta,clean and tidy
Andy Purwanto,5.0,"The place is clean, the service is friendly and good",3 years,Bobopod Tanah Abang Jakarta,"bersih tempat nya ,pelayanan nya ramah bagus"
Dwi Wijayanto,5.0,"cool place for staycation or need a new atmosphere. very clean both bathroom and room. located in a strategic location (next to starbuck, chatime, kfc, mcd, maxx coffee and other foods)",3 years,Bobopod Tanah Abang Jakarta,"tempat yang keren buat staycation atau butuh suasana baru. bersih luar biasa baik kamar mandi ataupun kamar. berada di lokasi strategis (sebelah starbuck, chatime, kfc, mcd, maxx coffee dan makanan lainnya)"
Rickky Arnold Luzikooij,5.0,"There are no obvious complaints, the place is quite good because it is very strategic, if you want to eat nearby or just want to hang out for coffee and coffee, it's also close to the mains, it's good, if you don't need to ask about the service, the mains are excellent",3 years,Bobopod Tanah Abang Jakarta,"enggak ada komplenan yang jelas tempatnya cukup bagus karena sangat strategis, mau makan dekat atau mau sekedar ketempat nongkrong ngopi ngopi begitu juga dekat pokoknya bagus deh, kalo soal pelayanan enggak usah ditanyakan lagi pokoknya jempolan"
Akhmad “Q” Qurtubi,4.0,"the air conditioner is cold, the place is cool, mamar manid is ok. It's just that connecting to Bluetooth is a bit difficult",3 years,Bobopod Tanah Abang Jakarta,"ac-nya dingin, tempatnya juga asik, mamar manid ok. cuma buat koneksi bluetoothnya rada susah"
Fifi Dwi Pratiwi,5.0,the place is very comfortable for 'meditation' from the hustle and bustle of the capital city.. the vibes inside can be adjusted according to our own wishes. while in the pods I feel comfortable working and studying..,3 years,Bobopod Tanah Abang Jakarta,tempatnya nyaman banget buat 'semedi' dari hiruk pikuk ibukota.. vibes di dalam dapat diatur sesuai keinginan kita sendiri. selama di dalam pods gue merasa nyaman untuk kerja dan belajar..
janu ardi,5.0,"Of the other Boboboxes in Jakarta, I think this one has the most comfortable and spacious parking.",3 years,Bobopod Tanah Abang Jakarta,"dari bobobox yang lain di jakarta, mnurut saya ini yang paling nyaman dan luas parkirannya"
Dede Nurfauzin,5.0,if,3 years,Bobopod Tanah Abang Jakarta,if
Suci Lestari,4.0,"the place is comfortable, the service is good, quiet. but the bathroom is not very clean because the tissues are scattered and some smell like that? hopefully it can be fixed.",3 years,Bobopod Tanah Abang Jakarta,"tempatnya nyaman, pelayanannya baik, tenang. namun di kamar mandi kurang bersih karena tisu yang berserakan dan ada yang bau begitu? semoga bisa diperbaiki ya."
Oscar Carvario,5.0,very clean,3 years,Bobopod Tanah Abang Jakarta,very clean
Joni,5.0,comfortable and quiet,3 years,Bobopod Tanah Abang Jakarta,nyaman dan tenang
Marta Susanti Hulu,1.0,"The employees are indifferent, if you don't use the room, at least they should give you a drink and toothache every day, we should always ask for it and then give it to them, there was a fine given just because my towel was dirty even though it was gone after I brushed it",3 years,Bobopod Tanah Abang Jakarta,"karyawannya cuek , kalo tidak memakai lu kamar minimal minum dan sakit gigi harus nya dbrikan tiap hari , harus kita mulu yang minta baru dksh , ada denda diberikan hanya karena handuk saya kotor padahal tanggal di sikat saja hilang"
Lady Azkaban,5.0,"best budget stay. clean, comfy",3 years,Bobopod Tanah Abang Jakarta,"best budget stay. clean, comfy"
Raja Permata,5.0,"1st time staying here and don't regret it, looking for breakfast in front of the hotel there is a KFC, if you want coffee just choose between Starbucks and Maxx Coffee, don't forget Chatime and Dominos Pizza 😃 friendly service, when the bluetooth doesn't connect even the boss helps me 🥺 really clean I like it Even though the toilets are shared, they are really clean 😭...",3 years,Bobopod Tanah Abang Jakarta,"1st time nginep disini dan enggak menyesal, mau mencari sarapan depan hotel ada kfc, mau ngopi tinggal memilih antara starbucks sama maxx coffee, tidak lupa chatime dan dominos pizza 😃 pelayanan ramah, waktu bluetooth enggak connect pun dibantu sama mas nya 🥺 bersih banget aku suka, wc nya pun meskipun sharing tapi bersih banget 😭 …"
